x,y,MAX_REL_HUMIDITY,MIN_TEMPERATURE_FLAG,TOTAL_RAIN,MIN_TEMPERATURE,ID,TOTAL_PRECIPITATION,MIN_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW,MEAN_TEMPERATURE,DIRECTION_MAX_GUST,HEATING_DEGREE_DAYS,SPEED_MAX_GUST,MAX_REL_HUMIDITY_FLAG,LOCAL_YEAR,TOTAL_SNOW_FLAG,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,PROVINCE_CODE,MAX_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST_FLAG,LOCAL_MONTH,LOCAL_DAY,STATION_NAME,MIN_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS_FLAG
-79.4,43.666666666666664,93,,,19.4,6158355.2022.8.23,0,37,,,24.3,,0,,,2022,,,6.3,,,6158355,ON,29.1,M,,2022-08-23 00:00:00,,,M,8,23,TORONTO CITY,,
-79.4,43.666666666666664,81,,,17.4,6158355.2022.8.24,0,48,,,23.1,,0,,,2022,,,5.1,,,6158355,ON,28.7,M,,2022-08-24 00:00:00,,,M,8,24,TORONTO CITY,,
-79.4,43.666666666666664,91,,,19.1,6158355.2022.8.25,2.7,70,,,21.7,,0,,,2022,,,3.7,,,6158355,ON,24.4,M,,2022-08-25 00:00:00,,,M,8,25,TORONTO CITY,,
-79.4,43.666666666666664,93,,,16.9,6158355.2022.8.26,0,55,,,22,,0,,,2022,,,4,,,6158355,ON,27,M,,2022-08-26 00:00:00,,,M,8,26,TORONTO CITY,,
-79.4,43.666666666666664,81,,,14,6158355.2022.8.27,0,45,,,18.6,,0,,,2022,,,0.6,,,6158355,ON,23.1,M,,2022-08-27 00:00:00,,,M,8,27,TORONTO CITY,,
-79.4,43.666666666666664,86,,,17.8,6158355.2022.8.28,0,52,,,22.9,,0,,,2022,,,4.9,,,6158355,ON,28.1,M,,2022-08-28 00:00:00,,,M,8,28,TORONTO CITY,,
-79.4,43.666666666666664,90,,,21.3,6158355.2022.8.29,0,60,,,25.4,,0,,,2022,,,7.4,,,6158355,ON,29.6,M,,2022-08-29 00:00:00,,,M,8,29,TORONTO CITY,,
-79.4,43.666666666666664,92,,,18.5,6158355.2022.8.30,3.2,52,,,22.1,,0,,,2022,,,4.1,,,6158355,ON,25.7,M,,2022-08-30 00:00:00,,,M,8,30,TORONTO CITY,,
-79.4,43.666666666666664,77,,,16.2,6158355.2022.8.31,0,41,,,21.7,,0,,,2022,,,3.7,,,6158355,ON,27.3,M,,2022-08-31 00:00:00,,,M,8,31,TORONTO CITY,,
-79.4,43.666666666666664,77,,,12.5,6158355.2022.9.1,0,44,,,17.3,,0.7,,,2022,,,0,,,6158355,ON,22.1,M,,2022-09-01 00:00:00,,,M,9,1,TORONTO CITY,,
-79.4,43.666666666666664,86,,,16.4,6158355.2022.9.2,0,49,,,21.8,,0,,,2022,,,3.8,,,6158355,ON,27.3,M,,2022-09-02 00:00:00,,,M,9,2,TORONTO CITY,,
-79.4,43.666666666666664,89,,,19,6158355.2022.9.3,0.2,59,,,23.9,,0,,,2022,,,5.9,,,6158355,ON,28.8,M,,2022-09-03 00:00:00,,,M,9,3,TORONTO CITY,,
-79.4,43.666666666666664,88,,,16.2,6158355.2022.9.4,0.1,77,,,19.1,,0,,,2022,,,1.1,,,6158355,ON,22,M,,2022-09-04 00:00:00,,,M,9,4,TORONTO CITY,,
-79.4,43.666666666666664,81,,,16.3,6158355.2022.9.5,0,61,,,18.6,,0,,,2022,,,0.6,,,6158355,ON,20.9,M,,2022-09-05 00:00:00,,,M,9,5,TORONTO CITY,,
-79.4,43.666666666666664,84,,,15.2,6158355.2022.9.6,0,57,,,19.3,,0,,,2022,,,1.3,,,6158355,ON,23.4,M,,2022-09-06 00:00:00,,,M,9,6,TORONTO CITY,,
-79.4,43.666666666666664,93,,,17,6158355.2022.9.7,0,58,,,20.5,,0,,,2022,,,2.5,,,6158355,ON,24.1,M,,2022-09-07 00:00:00,,,M,9,7,TORONTO CITY,,
-79.4,43.666666666666664,86,,,16.3,6158355.2022.9.8,0,48,,,21.1,,0,,,2022,,,3.1,,,6158355,ON,25.8,M,,2022-09-08 00:00:00,,,M,9,8,TORONTO CITY,,
-79.4,43.666666666666664,92,,,16.5,6158355.2022.9.9,0,51,,,21.9,,0,,,2022,,,3.9,,,6158355,ON,27.2,M,,2022-09-09 00:00:00,,,M,9,9,TORONTO CITY,,
-79.4,43.666666666666664,92,,,19.7,6158355.2022.9.10,0,60,,,23.1,,0,,,2022,,,5.1,,,6158355,ON,26.5,M,,2022-09-10 00:00:00,,,M,9,10,TORONTO CITY,,
-79.4,43.666666666666664,91,,,20.4,6158355.2022.9.11,0,64,,,21.9,,0,,,2022,,,3.9,,,6158355,ON,23.4,M,,2022-09-11 00:00:00,,,M,9,11,TORONTO CITY,,
-79.4,43.666666666666664,95,,,17.9,6158355.2022.9.12,5.3,59,,,20.9,,0,,,2022,,,2.9,,,6158355,ON,23.8,M,,2022-09-12 00:00:00,,,M,9,12,TORONTO CITY,,
-79.4,43.666666666666664,85,,,13.8,6158355.2022.9.13,0.4,51,,,17.4,,0.6,,,2022,,,0,,,6158355,ON,21,M,,2022-09-13 00:00:00,,,M,9,13,TORONTO CITY,,
-79.4,43.666666666666664,91,,,12.3,6158355.2022.9.14,0,46,,,18.8,,0,,,2022,,,0.8,,,6158355,ON,25.2,M,,2022-09-14 00:00:00,,,M,9,14,TORONTO CITY,,
-79.4,43.666666666666664,80,,,10.3,6158355.2022.9.15,0,42,,,14.4,,3.6,,,2022,,,0,,,6158355,ON,18.4,M,,2022-09-15 00:00:00,,,M,9,15,TORONTO CITY,,
-79.4,43.666666666666664,84,,,12.6,6158355.2022.9.16,0,60,,,17.6,,0.4,,,2022,,,0,,,6158355,ON,22.6,M,,2022-09-16 00:00:00,,,M,9,16,TORONTO CITY,,
-79.4,43.666666666666664,87,,,17.4,6158355.2022.9.17,0,71,,,20.4,,0,,,2022,,,2.4,,,6158355,ON,23.5,M,,2022-09-17 00:00:00,,,M,9,17,TORONTO CITY,,
-79.4,43.666666666666664,91,,,19.8,6158355.2022.9.18,3.5,59,,,23.5,,0,,,2022,,,5.5,,,6158355,ON,27.1,M,,2022-09-18 00:00:00,,,M,9,18,TORONTO CITY,,
-79.4,43.666666666666664,88,,,16.6,6158355.2022.9.19,4.2,51,,,21.9,,0,,,2022,,,3.9,,,6158355,ON,27.2,M,,2022-09-19 00:00:00,,,M,9,19,TORONTO CITY,,
-79.4,43.666666666666664,89,,,15.9,6158355.2022.9.20,0,43,,,21,,0,,,2022,,,3,,,6158355,ON,26.1,M,,2022-09-20 00:00:00,,,M,9,20,TORONTO CITY,,
-79.4,43.666666666666664,94,,,16.8,6158355.2022.9.21,0,53,,,22,,0,,,2022,,,4,,,6158355,ON,27.3,M,,2022-09-21 00:00:00,,,M,9,21,TORONTO CITY,,
-79.4,43.666666666666664,71,,,8.9,6158355.2022.9.22,0,47,,,13.7,,4.3,,,2022,,,0,,,6158355,ON,18.4,M,,2022-09-22 00:00:00,,,M,9,22,TORONTO CITY,,
-79.4,43.666666666666664,77,,,6.7,6158355.2022.9.23,0,36,,,11.5,,6.5,,,2022,,,0,,,6158355,ON,16.2,M,,2022-09-23 00:00:00,,,M,9,23,TORONTO CITY,,
-79.4,43.666666666666664,82,,,7.9,6158355.2022.9.24,0,47,,,12.8,,5.2,,,2022,,,0,,,6158355,ON,17.6,M,,2022-09-24 00:00:00,,,M,9,24,TORONTO CITY,,
-79.4,43.666666666666664,95,,,13.3,6158355.2022.9.25,39.2,69,,,15.6,,2.4,,,2022,,,0,,,6158355,ON,17.9,M,,2022-09-25 00:00:00,,,M,9,25,TORONTO CITY,,
-79.4,43.666666666666664,87,,,11.3,6158355.2022.9.26,3.9,58,,,14.4,,3.6,,,2022,,,0,,,6158355,ON,17.6,M,,2022-09-26 00:00:00,,,M,9,26,TORONTO CITY,,
-79.4,43.666666666666664,93,,,12.2,6158355.2022.9.27,4,66,,,14.7,,3.3,,,2022,,,0,,,6158355,ON,17.3,M,,2022-09-27 00:00:00,,,M,9,27,TORONTO CITY,,
-79.4,43.666666666666664,86,,,10.1,6158355.2022.9.28,0,62,,,12.1,,5.9,,,2022,,,0,,,6158355,ON,14.1,M,,2022-09-28 00:00:00,,,M,9,28,TORONTO CITY,,
-79.4,43.666666666666664,83,,,8.9,6158355.2022.9.29,0,53,,,11.8,,6.2,,,2022,,,0,,,6158355,ON,14.7,M,,2022-09-29 00:00:00,,,M,9,29,TORONTO CITY,,
-79.4,43.666666666666664,85,,,8,6158355.2022.9.30,0,32,,,12.6,,5.4,,,2022,,,0,,,6158355,ON,17.3,M,,2022-09-30 00:00:00,,,M,9,30,TORONTO CITY,,
-79.4,43.666666666666664,73,,,10.3,6158355.2022.10.1,0,38,,,14.8,,3.2,,,2022,,,0,,,6158355,ON,19.3,M,,2022-10-01 00:00:00,,,M,10,1,TORONTO CITY,,
-79.4,43.666666666666664,61,,,7.6,6158355.2022.10.2,0,30,,,11.8,,6.2,,,2022,,,0,,,6158355,ON,15.9,M,,2022-10-02 00:00:00,,,M,10,2,TORONTO CITY,,
-79.4,43.666666666666664,76,,,6.7,6158355.2022.10.3,0,38,,,10.6,,7.4,,,2022,,,0,,,6158355,ON,14.5,M,,2022-10-03 00:00:00,,,M,10,3,TORONTO CITY,,
-79.4,43.666666666666664,80,,,7.1,6158355.2022.10.4,0,33,,,12.8,,5.2,,,2022,,,0,,,6158355,ON,18.4,M,,2022-10-04 00:00:00,,,M,10,4,TORONTO CITY,,
-79.4,43.666666666666664,79,,,10.2,6158355.2022.10.5,0,33,,,15.4,,2.6,,,2022,,,0,,,6158355,ON,20.7,M,,2022-10-05 00:00:00,,,M,10,5,TORONTO CITY,,
-79.4,43.666666666666664,85,,,13.8,6158355.2022.10.6,0.2,42,,,17.6,,0.4,,,2022,,,0,,,6158355,ON,21.4,M,,2022-10-06 00:00:00,,,M,10,6,TORONTO CITY,,
-79.4,43.666666666666664,83,,,4.4,6158355.2022.10.7,0.3,53,,,9.8,,8.2,,,2022,,,0,,,6158355,ON,15.1,M,,2022-10-07 00:00:00,,,M,10,7,TORONTO CITY,,
-79.4,43.666666666666664,81,,,3.6,6158355.2022.10.8,0,44,,,7.5,,10.5,,,2022,,,0,,,6158355,ON,11.3,M,,2022-10-08 00:00:00,,,M,10,8,TORONTO CITY,,
-79.4,43.666666666666664,71,,,7.7,6158355.2022.10.9,0,48,,,11.4,,6.6,,,2022,,,0,,,6158355,ON,15.2,M,,2022-10-09 00:00:00,,,M,10,9,TORONTO CITY,,
-79.4,43.666666666666664,73,,,7.7,6158355.2022.10.10,0,42,,,10.9,,7.1,,,2022,,,0,,,6158355,ON,14.1,M,,2022-10-10 00:00:00,,,M,10,10,TORONTO CITY,,
-79.4,43.666666666666664,79,,,6.8,6158355.2022.10.11,0,47,,,14.1,,3.9,,,2022,,,0,,,6158355,ON,21.4,M,,2022-10-11 00:00:00,,,M,10,11,TORONTO CITY,,
-79.4,43.666666666666664,91,,,14.5,6158355.2022.10.12,3.4,60,,,17,,1,,,2022,,,0,,,6158355,ON,19.5,M,,2022-10-12 00:00:00,,,M,10,12,TORONTO CITY,,
-79.4,43.666666666666664,96,,,7.7,6158355.2022.10.13,11,59,,,11.6,,6.4,,,2022,,,0,,,6158355,ON,15.5,M,,2022-10-13 00:00:00,,,M,10,13,TORONTO CITY,,
-79.4,43.666666666666664,77,,,7.4,6158355.2022.10.14,0.5,46,,,10.5,,7.5,,,2022,,,0,,,6158355,ON,13.6,M,,2022-10-14 00:00:00,,,M,10,14,TORONTO CITY,,
-79.4,43.666666666666664,83,,,7.3,6158355.2022.10.15,1.5,36,,,10.8,,7.2,,,2022,,,0,,,6158355,ON,14.4,M,,2022-10-15 00:00:00,,,M,10,15,TORONTO CITY,,
-79.4,43.666666666666664,73,,,6.2,6158355.2022.10.16,0,45,,,10.5,,7.5,,,2022,,,0,,,6158355,ON,14.8,M,,2022-10-16 00:00:00,,,M,10,16,TORONTO CITY,,
-79.4,43.666666666666664,85,,,5.5,6158355.2022.10.17,0.6,65,,,8,,10,,,2022,,,0,,,6158355,ON,10.6,M,,2022-10-17 00:00:00,,,M,10,17,TORONTO CITY,,
-79.4,43.666666666666664,90,,,2.2,6158355.2022.10.18,2,68,,,5.7,,12.3,,,2022,,,0,,,6158355,ON,9.2,M,,2022-10-18 00:00:00,,,M,10,18,TORONTO CITY,,
-79.4,43.666666666666664,88,,,4.4,6158355.2022.10.19,1,67,,,6.7,,11.3,,,2022,,,0,,,6158355,ON,9,M,,2022-10-19 00:00:00,,,M,10,19,TORONTO CITY,,
-79.4,43.666666666666664,89,,,2.2,6158355.2022.10.20,0,55,,,4.9,,13.1,,,2022,,,0,,,6158355,ON,7.6,M,,2022-10-20 00:00:00,,,M,10,20,TORONTO CITY,,
-79.4,43.666666666666664,89,,,2,6158355.2022.10.21,0,42,,,8.9,,9.1,,,2022,,,0,,,6158355,ON,15.8,M,,2022-10-21 00:00:00,,,M,10,21,TORONTO CITY,,
-79.4,43.666666666666664,73,,,10.1,6158355.2022.10.22,0,40,,,14.7,,3.3,,,2022,,,0,,,6158355,ON,19.3,M,,2022-10-22 00:00:00,,,M,10,22,TORONTO CITY,,
-79.4,43.666666666666664,78,,,9.6,6158355.2022.10.23,0,41,,,13.9,,4.1,,,2022,,,0,,,6158355,ON,18.2,M,,2022-10-23 00:00:00,,,M,10,23,TORONTO CITY,,
-79.4,43.666666666666664,88,,,8.7,6158355.2022.10.24,0,54,,,13.8,,4.2,,,2022,,,0,,,6158355,ON,19,M,,2022-10-24 00:00:00,,,M,10,24,TORONTO CITY,,
-79.4,43.666666666666664,95,,,10.7,6158355.2022.10.25,0,68,,,14.5,,3.5,,,2022,,,0,,,6158355,ON,18.3,M,,2022-10-25 00:00:00,,,M,10,25,TORONTO CITY,,
-79.4,43.666666666666664,96,,,7.6,6158355.2022.10.26,7.9,70,,,11.7,,6.3,,,2022,,,0,,,6158355,ON,15.9,M,,2022-10-26 00:00:00,,,M,10,26,TORONTO CITY,,
-79.4,43.666666666666664,,M,,,6158355.2022.10.27,,,M,,,,,,M,2022,,,,M,,6158355,ON,,M,,2022-10-27 00:00:00,M,M,M,10,27,TORONTO CITY,M,M
-79.4,43.666666666666664,82,,,4.1,6158355.2022.10.28,0,59,,,7.1,,10.9,,,2022,,,0,,,6158355,ON,10.2,M,,2022-10-28 00:00:00,,,M,10,28,TORONTO CITY,,
-79.4,43.666666666666664,89,,,4.3,6158355.2022.10.29,0,49,,,9.7,,8.3,,,2022,,,0,,,6158355,ON,15.1,M,,2022-10-29 00:00:00,,,M,10,29,TORONTO CITY,,
-79.4,43.666666666666664,93,,,5.5,6158355.2022.10.30,0,39,,,10.2,,7.8,,,2022,,,0,,,6158355,ON,14.9,M,,2022-10-30 00:00:00,,,M,10,30,TORONTO CITY,,
-79.4,43.666666666666664,95,,,8.2,6158355.2022.10.31,3.6,70,,,10.2,,7.8,,,2022,,,0,,,6158355,ON,12.1,M,,2022-10-31 00:00:00,,,M,10,31,TORONTO CITY,,
-79.4,43.666666666666664,95,,,9.5,6158355.2022.11.1,4.9,53,,,14.5,,3.5,,,2022,,,0,,,6158355,ON,19.4,M,0,2022-11-01 00:00:00,,,M,11,1,TORONTO CITY,,
-79.4,43.666666666666664,95,,,7.6,6158355.2022.11.2,0,67,,,10.7,,7.3,,,2022,,,0,,,6158355,ON,13.9,M,0,2022-11-02 00:00:00,,,M,11,2,TORONTO CITY,,
-79.4,43.666666666666664,96,,,7.3,6158355.2022.11.3,0,87,,,9.3,,8.7,,,2022,,,0,,,6158355,ON,11.3,M,0,2022-11-03 00:00:00,,,M,11,3,TORONTO CITY,,
-79.4,43.666666666666664,97,,,8.3,6158355.2022.11.4,0,58,,,13.7,,4.3,,,2022,,,0,,,6158355,ON,19,M,0,2022-11-04 00:00:00,,,M,11,4,TORONTO CITY,,
-79.4,43.666666666666664,86,,,14.4,6158355.2022.11.5,2.2,51,,,18.8,,0,,,2022,,,0.8,,,6158355,ON,23.1,M,0,2022-11-05 00:00:00,,,M,11,5,TORONTO CITY,,
-79.4,43.666666666666664,86,,,11.7,6158355.2022.11.6,0,40,,,14.7,,3.3,,,2022,,,0,,,6158355,ON,17.8,M,,2022-11-06 00:00:00,,,M,11,6,TORONTO CITY,,
-79.4,43.666666666666664,71,,,4.8,6158355.2022.11.7,0,32,,,9.3,,8.7,,,2022,,,0,,,6158355,ON,13.7,M,0,2022-11-07 00:00:00,,,M,11,7,TORONTO CITY,,
-79.4,43.666666666666664,74,,,4.2,6158355.2022.11.8,0,32,,,7.1,,10.9,,,2022,,,0,,,6158355,ON,10.1,M,,2022-11-08 00:00:00,,,M,11,8,TORONTO CITY,,
-79.4,43.666666666666664,72,,,5.3,6158355.2022.11.9,0,39,,,8.9,,9.1,,,2022,,,0,,,6158355,ON,12.6,M,0,2022-11-09 00:00:00,,,M,11,9,TORONTO CITY,,
-79.4,43.666666666666664,62,,,9,6158355.2022.11.10,0,39,,,13.5,,4.5,,,2022,,,0,,,6158355,ON,18,M,0,2022-11-10 00:00:00,,,M,11,10,TORONTO CITY,,
-79.4,43.666666666666664,95,,,12,6158355.2022.11.11,8.3,59,,,13.5,,4.5,,,2022,,,0,,,6158355,ON,15.1,M,1,2022-11-11 00:00:00,,,M,11,11,TORONTO CITY,,
-79.4,43.666666666666664,83,,,3.8,6158355.2022.11.12,0.6,56,,,7.9,,10.1,,,2022,,,0,,,6158355,ON,12,M,,2022-11-12 00:00:00,,,M,11,12,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-0.5,6158355.2022.11.13,0,52,,,2,,16,,,2022,,,0,,,6158355,ON,4.5,M,0,2022-11-13 00:00:00,,,M,11,13,TORONTO CITY,,
-79.4,43.666666666666664,70,,,-0.5,6158355.2022.11.14,0,41,,,1.8,,16.2,,,2022,,,0,,,6158355,ON,4.2,M,,2022-11-14 00:00:00,,,M,11,14,TORONTO CITY,,
-79.4,43.666666666666664,92,,,-1.1,6158355.2022.11.15,17.6,53,,,0.6,,17.4,,,2022,,,0,,,6158355,ON,2.3,M,,2022-11-15 00:00:00,,,M,11,15,TORONTO CITY,,
-79.4,43.666666666666664,92,,,-1.1,6158355.2022.11.16,9.1,76,,,0.3,,17.7,,,2022,,,0,,,6158355,ON,1.7,M,9,2022-11-16 00:00:00,,,M,11,16,TORONTO CITY,,
-79.4,43.666666666666664,84,,,-1.7,6158355.2022.11.17,0.1,58,,,0.1,,17.9,,,2022,,,0,,,6158355,ON,1.9,M,8,2022-11-17 00:00:00,,,M,11,17,TORONTO CITY,,
-79.4,43.666666666666664,73,,,-1.4,6158355.2022.11.18,0,50,,,0.6,,17.4,,,2022,,,0,,,6158355,ON,2.6,M,8,2022-11-18 00:00:00,,,M,11,18,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-3.9,6158355.2022.11.19,0.1,40,,,-2,,20,,,2022,,,0,,,6158355,ON,-0.2,M,7,2022-11-19 00:00:00,,,M,11,19,TORONTO CITY,,
-79.4,43.666666666666664,83,,,-5.5,6158355.2022.11.20,0.2,56,,,-3.8,,21.8,,,2022,,,0,,,6158355,ON,-2,M,7,2022-11-20 00:00:00,,,M,11,20,TORONTO CITY,,
-79.4,43.666666666666664,72,,,-5.2,6158355.2022.11.21,0,41,,,1.1,,16.9,,,2022,,,0,,,6158355,ON,7.3,M,7,2022-11-21 00:00:00,,,M,11,21,TORONTO CITY,,
-79.4,43.666666666666664,73,,,0,6158355.2022.11.22,0,60,,,2.7,,15.3,,,2022,,,0,,,6158355,ON,5.4,M,4,2022-11-22 00:00:00,,,M,11,22,TORONTO CITY,,
-79.4,43.666666666666664,88,,,-0.2,6158355.2022.11.23,0,56,,,3.6,,14.4,,,2022,,,0,,,6158355,ON,7.4,M,3,2022-11-23 00:00:00,,,M,11,23,TORONTO CITY,,
-79.4,43.666666666666664,96,,,1.2,6158355.2022.11.24,0,62,,,4.7,,13.3,,,2022,,,0,,,6158355,ON,8.2,M,3,2022-11-24 00:00:00,,,M,11,24,TORONTO CITY,,
-79.4,43.666666666666664,86,,,4,6158355.2022.11.25,0.9,59,,,6,,12,,,2022,,,0,,,6158355,ON,8.1,M,,2022-11-25 00:00:00,,,M,11,25,TORONTO CITY,,
-79.4,43.666666666666664,83,,,2,6158355.2022.11.26,0,47,,,6.6,,11.4,,,2022,,,0,,,6158355,ON,11.2,M,,2022-11-26 00:00:00,,,M,11,26,TORONTO CITY,,
-79.4,43.666666666666664,90,,,3.4,6158355.2022.11.27,3.8,61,,,5.4,,12.6,,,2022,,,0,,,6158355,ON,7.4,M,,2022-11-27 00:00:00,,,M,11,27,TORONTO CITY,,
-79.4,43.666666666666664,81,,,1.1,6158355.2022.11.28,0,56,,,2.7,,15.3,,,2022,,,0,,,6158355,ON,4.3,M,,2022-11-28 00:00:00,,,M,11,28,TORONTO CITY,,
-79.4,43.666666666666664,78,,,1.5,6158355.2022.11.29,0,63,,,4.2,,13.8,,,2022,,,0,,,6158355,ON,6.9,M,,2022-11-29 00:00:00,,,M,11,29,TORONTO CITY,,
-79.4,43.666666666666664,94,,,-1.5,6158355.2022.11.30,22.2,53,,,3.6,,14.4,,,2022,,,0,,,6158355,ON,8.7,M,,2022-11-30 00:00:00,,,M,11,30,TORONTO CITY,,
-79.4,43.666666666666664,69,,,-1.9,6158355.2022.12.1,0,59,,,-0.1,,18.1,,,2022,,,0,,,6158355,ON,1.6,M,,2022-12-01 00:00:00,,,M,12,1,TORONTO CITY,,
-79.4,43.666666666666664,74,,,-1.4,6158355.2022.12.2,3,49,,,4,,14,,,2022,,,0,,,6158355,ON,9.4,M,,2022-12-02 00:00:00,,,M,12,2,TORONTO CITY,,
-79.4,43.666666666666664,93,,,0.9,6158355.2022.12.3,5.4,49,,,5.4,,12.6,,,2022,,,0,,,6158355,ON,9.9,M,,2022-12-03 00:00:00,,,M,12,3,TORONTO CITY,,
-79.4,43.666666666666664,65,,,-1.8,6158355.2022.12.4,0,41,,,0.3,,17.7,,,2022,,,0,,,6158355,ON,2.3,M,,2022-12-04 00:00:00,,,M,12,4,TORONTO CITY,,
-79.4,43.666666666666664,63,,,0.8,6158355.2022.12.5,0,40,,,4.2,,13.8,,,2022,,,0,,,6158355,ON,7.6,M,,2022-12-05 00:00:00,,,M,12,5,TORONTO CITY,,
-79.4,43.666666666666664,86,,,5.2,6158355.2022.12.6,0,50,,,6.3,,11.7,,,2022,,,0,,,6158355,ON,7.4,M,,2022-12-06 00:00:00,,,M,12,6,TORONTO CITY,,
-79.4,43.666666666666664,91,,,5.8,6158355.2022.12.7,0,66,,,7.1,,10.9,,,2022,,,0,,,6158355,ON,8.5,M,,2022-12-07 00:00:00,,,M,12,7,TORONTO CITY,,
-79.4,43.666666666666664,74,,,-0.8,6158355.2022.12.8,0,57,,,2.8,,15.2,,,2022,,,0,,,6158355,ON,6.3,M,,2022-12-08 00:00:00,,,M,12,8,TORONTO CITY,,
-79.4,43.666666666666664,76,,,-1.7,6158355.2022.12.9,0.1,60,,,-0.2,,18.2,,,2022,,,0,,,6158355,ON,1.2,M,,2022-12-09 00:00:00,,,M,12,9,TORONTO CITY,,
-79.4,43.666666666666664,81,,,-4.4,6158355.2022.12.10,0,60,,,-2.4,,20.4,,,2022,,,0,,,6158355,ON,-0.4,M,,2022-12-10 00:00:00,,,M,12,10,TORONTO CITY,,
-79.4,43.666666666666664,89,,,-1.8,6158355.2022.12.11,4.4,75,,,-1.1,,19.1,,,2022,,,0,,,6158355,ON,-0.4,M,0,2022-12-11 00:00:00,,,M,12,11,TORONTO CITY,,
-79.4,43.666666666666664,82,,,-5.2,6158355.2022.12.12,0,68,,,-3.2,,21.2,,,2022,,,0,,,6158355,ON,-1.1,M,3,2022-12-12 00:00:00,,,M,12,12,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-6.2,6158355.2022.12.13,0,45,,,-2.6,,20.6,,,2022,,,0,,,6158355,ON,1,M,3,2022-12-13 00:00:00,,,M,12,13,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-5.2,6158355.2022.12.14,0,46,,,-2.3,,20.3,,,2022,,,0,,,6158355,ON,0.6,M,3,2022-12-14 00:00:00,,,M,12,14,TORONTO CITY,,
-79.4,43.666666666666664,93,,,-0.6,6158355.2022.12.15,39.8,71,,,1,,17,,,2022,,,0,,,6158355,ON,2.5,M,3,2022-12-15 00:00:00,,,M,12,15,TORONTO CITY,,
-79.4,43.666666666666664,93,,,0.2,6158355.2022.12.16,9.1,63,,,2.6,,15.4,,,2022,,,0,,,6158355,ON,5,M,2,2022-12-16 00:00:00,,,M,12,16,TORONTO CITY,,
-79.4,43.666666666666664,84,,,-1,6158355.2022.12.17,0,55,,,0.3,,17.7,,,2022,,,0,,,6158355,ON,1.7,M,0,2022-12-17 00:00:00,,,M,12,17,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-1.6,6158355.2022.12.18,0,62,,,-0.2,,18.2,,,2022,,,0,,,6158355,ON,1.2,M,0,2022-12-18 00:00:00,,,M,12,18,TORONTO CITY,,
-79.4,43.666666666666664,72,,,-1.2,6158355.2022.12.19,0,56,,,0.4,,17.6,,,2022,,,0,,,6158355,ON,1.9,M,0,2022-12-19 00:00:00,,,M,12,19,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-1,6158355.2022.12.20,0,57,,,0,,18,,,2022,,,0,,,6158355,ON,1,M,,2022-12-20 00:00:00,,,M,12,20,TORONTO CITY,,
-79.4,43.666666666666664,79,,,-2.7,6158355.2022.12.21,0,47,,,-0.7,,18.7,,,2022,,,0,,,6158355,ON,1.3,M,0,2022-12-21 00:00:00,,,M,12,21,TORONTO CITY,,
-79.4,43.666666666666664,94,,,-0.5,6158355.2022.12.22,13.4,54,,,2.2,,15.8,,,2022,,,0,,,6158355,ON,4.8,M,,2022-12-22 00:00:00,,,M,12,22,TORONTO CITY,,
-79.4,43.666666666666664,94,,,-13.6,6158355.2022.12.23,20.6,62,,,-4.7,,22.7,,,2022,,,0,,,6158355,ON,4.3,M,,2022-12-23 00:00:00,,,M,12,23,TORONTO CITY,,
-79.4,43.666666666666664,66,,,-14,6158355.2022.12.24,0,59,,,-11.1,,29.1,,,2022,,,0,,,6158355,ON,-8.1,M,1,2022-12-24 00:00:00,,,M,12,24,TORONTO CITY,,
-79.4,43.666666666666664,67,,,-8.6,6158355.2022.12.25,0,55,,,-6.2,,24.2,,,2022,,,0,,,6158355,ON,-3.9,M,1,2022-12-25 00:00:00,,,M,12,25,TORONTO CITY,,
-79.4,43.666666666666664,70,,,-8.1,6158355.2022.12.26,0,52,,,-6.2,,24.2,,,2022,,,0,,,6158355,ON,-4.4,M,0,2022-12-26 00:00:00,,,M,12,26,TORONTO CITY,,
-79.4,43.666666666666664,73,,,-5.7,6158355.2022.12.27,0,53,,,-2.8,,20.8,,,2022,,,0,,,6158355,ON,0,M,0,2022-12-27 00:00:00,,,M,12,27,TORONTO CITY,,
-79.4,43.666666666666664,76,,,-0.2,6158355.2022.12.28,0,62,,,2.3,,15.7,,,2022,,,0,,,6158355,ON,4.9,M,,2022-12-28 00:00:00,,,M,12,28,TORONTO CITY,,
-79.4,43.666666666666664,81,,,4,6158355.2022.12.29,0,58,,,6.9,,11.1,,,2022,,,0,,,6158355,ON,9.8,M,0,2022-12-29 00:00:00,,,M,12,29,TORONTO CITY,,
